customer_id,category_id,product_id,interaction
customer_221,Clothing,Clothing Product 17,1
customer_509,Toys & Games,Toys & Games Product 8,1
customer_274,Clothing,Clothing Product 12,1
customer_26,Electronics,Electronics Product 20,1
customer_1559,Luggage & Travel Accessories,Luggage & Travel Accessories Product 7,1
customer_1898,Luggage & Travel Accessories,Luggage & Travel Accessories Product 27,1
customer_1978,Video Games,Video Games Product 2,1
customer_1913,Musical Instruments,Musical Instruments Product 26,1
customer_151,Home Appliances,Home Appliances Product 19,1
customer_1767,Video Games,Video Games Product 16,1
customer_1458,Clothing,Clothing Product 31,1
customer_1854,Furniture,Furniture Product 16,1
customer_534,Toys & Games,Toys & Games Product 18,1
customer_29,Electronics,Electronics Product 12,1
customer_1412,Office Supplies,Office Supplies Product 47,1
customer_562,Groceries,Groceries Product 13,1
customer_1197,Pet Supplies,Pet Supplies Product 35,1
customer_173,Home Appliances,Home Appliances Product 20,1
customer_1639,Tools & Hardware,Tools & Hardware Product 25,1
customer_1,Electronics,Electronics Product 9,1
customer_498,Books,Books Product 18,1
customer_1488,Office Supplies,Office Supplies Product 6,1
customer_12,Electronics,Electronics Product 26,1
customer_1248,Musical Instruments,Musical Instruments Product 4,1
customer_1496,Clothing,Clothing Product 26,1
customer_109,Home Appliances,Home Appliances Product 16,1
customer_1702,Tools & Hardware,Tools & Hardware Product 37,1
customer_1082,Jewelry,Jewelry Product 12,1
customer_652,Video Games,Video Games Product 17,1
customer_1214,Tools & Hardware,Tools & Hardware Product 37,1
customer_583,Office Supplies,Office Supplies Product 3,1
customer_1388,Jewelry,Jewelry Product 2,1
customer_937,Groceries,Groceries Product 18,1
customer_2234,Pet Supplies,Pet Supplies Product 23,1
customer_1970,Video Games,Video Games Product 1,1
customer_1228,Pet Supplies,Pet Supplies Product 15,1
customer_1813,Video Games,Video Games Product 5,1
customer_1813,Sporting Goods,Sporting Goods Product 15,1
customer_1655,Tools & Hardware,Tools & Hardware Product 43,1
customer_229,Office Supplies,Office Supplies Product 33,1
customer_137,Sporting Goods,Sporting Goods Product 34,1
customer_779,Jewelry,Jewelry Product 13,1
customer_1680,Tools & Hardware,Tools & Hardware Product 44,1
customer_110,Home Appliances,Home Appliances Product 17,1
customer_659,Health & Beauty,Health & Beauty Product 10,1
customer_559,Toys & Games,Toys & Games Product 31,1
customer_1200,Pet Supplies,Pet Supplies Product 1,1
customer_92,Electronics,Electronics Product 22,1
customer_891,Sporting Goods,Sporting Goods Product 3,1
customer_2079,Health & Beauty,Health & Beauty Product 7,1
customer_758,Furniture,Furniture Product 38,1
customer_1478,Office Supplies,Office Supplies Product 45,1
customer_334,Clothing,Clothing Product 34,1
customer_2076,Groceries,Groceries Product 14,1
customer_984,Groceries,Groceries Product 19,1
customer_103,Home Appliances,Home Appliances Product 7,1
customer_228,Office Supplies,Office Supplies Product 29,1
customer_1008,Clothing,Clothing Product 27,1
customer_2104,Office Supplies,Office Supplies Product 18,1
customer_895,Office Supplies,Office Supplies Product 20,1
customer_1873,Sporting Goods,Sporting Goods Product 18,1
customer_1084,Jewelry,Jewelry Product 16,1
customer_709,Furniture,Furniture Product 28,1
customer_1865,Luggage & Travel Accessories,Luggage & Travel Accessories Product 29,1
customer_29,Electronics,Electronics Product 32,1
customer_804,Jewelry,Jewelry Product 7,1
customer_1750,Baby Products,Baby Products Product 2,1
customer_249,Clothing,Clothing Product 2,1
customer_1573,Footwear,Footwear Product 37,1
customer_1021,Home Appliances,Home Appliances Product 14,1
customer_330,Footwear,Footwear Product 20,1
customer_532,Toys & Games,Toys & Games Product 12,1
customer_1966,Home Appliances,Home Appliances Product 8,1
customer_1443,Office Supplies,Office Supplies Product 37,1
customer_1257,Groceries,Groceries Product 21,1
customer_1885,Luggage & Travel Accessories,Luggage & Travel Accessories Product 37,1
customer_1504,Groceries,Groceries Product 17,1
customer_1385,Tools & Hardware,Tools & Hardware Product 4,1
customer_867,Footwear,Footwear Product 22,1
customer_324,Footwear,Footwear Product 44,1
customer_2004,Automotive,Automotive Product 2,1
customer_272,Clothing,Clothing Product 24,1
customer_2223,Video Games,Video Games Product 9,1
customer_1219,Automotive,Automotive Product 6,1
customer_550,Toys & Games,Toys & Games Product 4,1
customer_924,Groceries,Groceries Product 11,1
customer_1018,Jewelry,Jewelry Product 5,1
customer_1953,Groceries,Groceries Product 16,1
customer_136,Jewelry,Jewelry Product 5,1
customer_1442,Office Supplies,Office Supplies Product 28,1
customer_1791,Baby Products,Baby Products Product 5,1
customer_1318,Musical Instruments,Musical Instruments Product 17,1
customer_1692,Jewelry,Jewelry Product 14,1
customer_949,Groceries,Groceries Product 6,1
customer_627,Health & Beauty,Health & Beauty Product 3,1
customer_621,Toys & Games,Toys & Games Product 20,1
customer_889,Musical Instruments,Musical Instruments Product 2,1
customer_1472,Office Supplies,Office Supplies Product 34,1
customer_674,Health & Beauty,Health & Beauty Product 13,1
customer_660,Health & Beauty,Health & Beauty Product 11,1
customer_1659,Tools & Hardware,Tools & Hardware Product 41,1
customer_1828,Luggage & Travel Accessories,Luggage & Travel Accessories Product 26,1
customer_1948,Video Games,Video Games Product 4,1
customer_1975,Video Games,Video Games Product 10,1
customer_656,Health & Beauty,Health & Beauty Product 10,1
customer_1041,Jewelry,Jewelry Product 11,1
customer_1833,Electronics,Electronics Product 13,1
customer_787,Furniture,Furniture Product 2,1
customer_1365,Musical Instruments,Musical Instruments Product 20,1
customer_1131,Pet Supplies,Pet Supplies Product 24,1
customer_530,Tools & Hardware,Tools & Hardware Product 30,1
customer_221,Clothing,Clothing Product 26,1
customer_960,Groceries,Groceries Product 20,1
customer_834,Sporting Goods,Sporting Goods Product 4,1
customer_1574,Garden & Outdoors,Garden & Outdoors Product 22,1
customer_686,Automotive,Automotive Product 8,1
customer_528,Jewelry,Jewelry Product 7,1
customer_907,Groceries,Groceries Product 12,1
customer_1112,Pet Supplies,Pet Supplies Product 10,1
customer_1750,Baby Products,Baby Products Product 5,1
customer_1902,Video Games,Video Games Product 3,1
customer_1096,Toys & Games,Toys & Games Product 4,1
customer_144,Toys & Games,Toys & Games Product 4,1
customer_1299,Automotive,Automotive Product 5,1
customer_559,Electronics,Electronics Product 14,1
customer_654,Office Supplies,Office Supplies Product 49,1
customer_866,Sporting Goods,Sporting Goods Product 19,1
customer_2534,Smart Home Devices,Smart Lock,1
customer_1957,Tools & Hardware,Tools & Hardware Product 37,1
customer_1464,Office Supplies,Office Supplies Product 39,1
customer_1986,Office Supplies,Office Supplies Product 13,1
customer_2224,Clothing,Clothing Product 28,1
customer_1660,Musical Instruments,Musical Instruments Product 12,1
customer_1193,Pet Supplies,Pet Supplies Product 9,1
customer_20,Electronics,Electronics Product 31,1
customer_1692,Tools & Hardware,Tools & Hardware Product 29,1
customer_1487,Footwear,Footwear Product 34,1
customer_1480,Pet Supplies,Pet Supplies Product 9,1
customer_1801,Luggage & Travel Accessories,Luggage & Travel Accessories Product 18,1
customer_1547,Garden & Outdoors,Garden & Outdoors Product 11,1
customer_1073,Jewelry,Jewelry Product 6,1
customer_427,Electronics,Electronics Product 1,1
customer_1019,Electronics,Electronics Product 26,1
customer_834,Sporting Goods,Sporting Goods Product 1,1
customer_1610,Tools & Hardware,Tools & Hardware Product 48,1
customer_2450,Automotive,Automotive Product 7,1
customer_1567,Garden & Outdoors,Garden & Outdoors Product 2,1
customer_1434,Office Supplies,Office Supplies Product 46,1
customer_2357,Baby Products,Baby Products Product 9,1
customer_994,Groceries,Groceries Product 9,1
customer_359,Office Supplies,Office Supplies Product 12,1
customer_930,Office Supplies,Office Supplies Product 8,1
customer_319,Footwear,Footwear Product 18,1
customer_1779,Baby Products,Baby Products Product 6,1
customer_302,Electronics,Electronics Product 36,1
customer_967,Footwear,Footwear Product 13,1
customer_2181,Musical Instruments,Musical Instruments Product 12,1
customer_1826,Luggage & Travel Accessories,Luggage & Travel Accessories Product 23,1
customer_556,Toys & Games,Toys & Games Product 12,1
customer_42,Electronics,Electronics Product 39,1
customer_1130,Groceries,Groceries Product 4,1
customer_686,Video Games,Video Games Product 13,1
customer_280,Clothing,Clothing Product 20,1
customer_861,Sporting Goods,Sporting Goods Product 22,1
customer_1531,Garden & Outdoors,Garden & Outdoors Product 2,1
customer_987,Groceries,Groceries Product 6,1
customer_2312,Garden & Outdoors,Garden & Outdoors Product 20,1
customer_96,Pet Supplies,Pet Supplies Product 8,1
customer_773,Furniture,Furniture Product 9,1
customer_959,Health & Beauty,Health & Beauty Product 9,1
customer_251,Clothing,Clothing Product 27,1
customer_197,Home Appliances,Home Appliances Product 10,1
customer_629,Health & Beauty,Health & Beauty Product 10,1
customer_828,Sporting Goods,Sporting Goods Product 29,1
customer_1147,Books,Books Product 5,1
customer_1438,Pet Supplies,Pet Supplies Product 24,1
customer_1928,Home Appliances,Home Appliances Product 5,1
customer_1335,Musical Instruments,Musical Instruments Product 19,1
customer_649,Sporting Goods,Sporting Goods Product 26,1
customer_1545,Furniture,Furniture Product 1,1
customer_822,Sporting Goods,Sporting Goods Product 13,1
customer_1517,Electronics,Electronics Product 4,1
customer_1564,Luggage & Travel Accessories,Luggage & Travel Accessories Product 24,1
customer_249,Clothing,Clothing Product 41,1
customer_693,Health & Beauty,Health & Beauty Product 11,1
customer_1202,Automotive,Automotive Product 3,1
customer_1446,Clothing,Clothing Product 28,1
customer_1892,Luggage & Travel Accessories,Luggage & Travel Accessories Product 26,1
customer_1064,Video Games,Video Games Product 6,1
customer_952,Groceries,Groceries Product 5,1
customer_2,Electronics,Electronics Product 39,1
customer_347,Pet Supplies,Pet Supplies Product 20,1
customer_1741,Health & Beauty,Health & Beauty Product 4,1
customer_1452,Office Supplies,Office Supplies Product 44,1
customer_1547,Garden & Outdoors,Garden & Outdoors Product 11,1
customer_1116,Pet Supplies,Pet Supplies Product 26,1
customer_1037,Footwear,Footwear Product 28,1
customer_1711,Baby Products,Baby Products Product 8,1
customer_470,Books,Books Product 12,1
customer_1860,Luggage & Travel Accessories,Luggage & Travel Accessories Product 31,1
customer_188,Home Appliances,Home Appliances Product 7,1
customer_2325,Musical Instruments,Musical Instruments Product 19,1
customer_363,Footwear,Footwear Product 4,1
customer_337,Office Supplies,Office Supplies Product 46,1
customer_1370,Musical Instruments,Musical Instruments Product 36,1
customer_1424,Office Supplies,Office Supplies Product 6,1
customer_1193,Pet Supplies,Pet Supplies Product 19,1
customer_1361,Musical Instruments,Musical Instruments Product 3,1
customer_1192,Pet Supplies,Pet Supplies Product 2,1
customer_694,Health & Beauty,Health & Beauty Product 9,1
customer_749,Furniture,Furniture Product 7,1
customer_1458,Office Supplies,Office Supplies Product 32,1
customer_582,Clothing,Clothing Product 2,1
customer_790,Musical Instruments,Musical Instruments Product 32,1
customer_562,Toys & Games,Toys & Games Product 9,1
customer_1418,Jewelry,Jewelry Product 14,1
customer_2096,Pet Supplies,Pet Supplies Product 12,1
customer_159,Home Appliances,Home Appliances Product 7,1
customer_416,Books,Books Product 3,1
customer_536,Toys & Games,Toys & Games Product 18,1
customer_1392,Musical Instruments,Musical Instruments Product 6,1
customer_1162,Pet Supplies,Pet Supplies Product 25,1
customer_1931,Video Games,Video Games Product 14,1
customer_2496,Home Appliances,Home Appliances Product 20,1
customer_1670,Automotive,Automotive Product 4,1
customer_1378,Baby Products,Baby Products Product 1,1
customer_286,Clothing,Clothing Product 13,1
customer_859,Sporting Goods,Sporting Goods Product 1,1
customer_1203,Automotive,Automotive Product 3,1
customer_604,Health & Beauty,Health & Beauty Product 7,1
customer_68,Luggage & Travel Accessories,Luggage & Travel Accessories Product 8,1
customer_627,Health & Beauty,Health & Beauty Product 2,1
customer_2092,Automotive,Automotive Product 2,1
customer_473,Books,Books Product 7,1
customer_533,Toys & Games,Toys & Games Product 1,1
customer_185,Tools & Hardware,Tools & Hardware Product 15,1
customer_456,Books,Books Product 7,1
customer_1908,Video Games,Video Games Product 2,1
customer_1437,Luggage & Travel Accessories,Luggage & Travel Accessories Product 12,1
customer_170,Video Games,Video Games Product 17,1
customer_240,Clothing,Clothing Product 34,1
customer_1801,Luggage & Travel Accessories,Luggage & Travel Accessories Product 9,1
customer_1131,Toys & Games,Toys & Games Product 22,1
customer_60,Clothing,Clothing Product 36,1
customer_13,Luggage & Travel Accessories,Luggage & Travel Accessories Product 9,1
customer_1277,Furniture,Furniture Product 40,1
customer_818,Sporting Goods,Sporting Goods Product 9,1
customer_651,Health & Beauty,Health & Beauty Product 7,1
customer_1170,Clothing,Clothing Product 4,1
customer_897,Sporting Goods,Sporting Goods Product 18,1
customer_320,Footwear,Footwear Product 13,1
customer_895,Sporting Goods,Sporting Goods Product 6,1
customer_1244,Automotive,Automotive Product 3,1
customer_582,Toys & Games,Toys & Games Product 34,1
customer_323,Furniture,Furniture Product 5,1
customer_351,Furniture,Furniture Product 18,1
customer_2290,Office Supplies,Office Supplies Product 40,1
customer_914,Groceries,Groceries Product 10,1
customer_1876,Luggage & Travel Accessories,Luggage & Travel Accessories Product 3,1
customer_515,Toys & Games,Toys & Games Product 7,1
customer_2130,Furniture,Furniture Product 23,1
customer_1385,Musical Instruments,Musical Instruments Product 35,1
customer_1427,Office Supplies,Office Supplies Product 29,1
customer_1678,Tools & Hardware,Tools & Hardware Product 12,1
customer_1163,Pet Supplies,Pet Supplies Product 31,1
customer_179,Baby Products,Baby Products Product 7,1
customer_2024,Footwear,Footwear Product 23,1
customer_1290,Pet Supplies,Pet Supplies Product 3,1
customer_757,Furniture,Furniture Product 37,1
customer_1397,Luggage & Travel Accessories,Luggage & Travel Accessories Product 27,1
customer_874,Sporting Goods,Sporting Goods Product 14,1
customer_694,Health & Beauty,Health & Beauty Product 4,1
customer_2088,Office Supplies,Office Supplies Product 35,1
customer_454,Clothing,Clothing Product 34,1
customer_373,Footwear,Footwear Product 1,1
customer_255,Clothing,Clothing Product 28,1
customer_1967,Furniture,Furniture Product 38,1
customer_717,Furniture,Furniture Product 39,1
customer_2187,Furniture,Furniture Product 13,1
customer_619,Health & Beauty,Health & Beauty Product 5,1
customer_280,Clothing,Clothing Product 10,1
customer_1417,Office Supplies,Office Supplies Product 3,1
customer_1751,Furniture,Furniture Product 4,1
customer_1999,Books,Books Product 13,1
customer_1364,Musical Instruments,Musical Instruments Product 11,1
customer_1897,Luggage & Travel Accessories,Luggage & Travel Accessories Product 3,1
customer_1740,Baby Products,Baby Products Product 7,1
customer_706,Automotive,Automotive Product 1,1
customer_1146,Groceries,Groceries Product 3,1
customer_1288,Electronics,Electronics Product 34,1
customer_1531,Garden & Outdoors,Garden & Outdoors Product 5,1
customer_837,Toys & Games,Toys & Games Product 33,1
customer_1449,Office Supplies,Office Supplies Product 13,1
customer_779,Footwear,Footwear Product 43,1
customer_1431,Office Supplies,Office Supplies Product 45,1
customer_972,Groceries,Groceries Product 10,1
customer_985,Pet Supplies,Pet Supplies Product 13,1
customer_1141,Luggage & Travel Accessories,Luggage & Travel Accessories Product 35,1
customer_1996,Video Games,Video Games Product 18,1
customer_2078,Home Appliances,Home Appliances Product 28,1
customer_751,Toys & Games,Toys & Games Product 28,1
customer_367,Footwear,Footwear Product 5,1
customer_824,Jewelry,Jewelry Product 17,1
customer_2096,Toys & Games,Toys & Games Product 29,1
customer_1182,Pet Supplies,Pet Supplies Product 25,1
customer_2623,Gaming Accessories,Mechanical Keyboard,1
customer_969,Groceries,Groceries Product 22,1
customer_657,Health & Beauty,Health & Beauty Product 8,1
customer_2332,Footwear,Footwear Product 28,1
customer_1178,Pet Supplies,Pet Supplies Product 16,1
customer_1754,Garden & Outdoors,Garden & Outdoors Product 23,1
customer_399,Footwear,Footwear Product 41,1
customer_1290,Automotive,Automotive Product 1,1
customer_158,Home Appliances,Home Appliances Product 16,1
customer_121,Toys & Games,Toys & Games Product 13,1
customer_163,Home Appliances,Home Appliances Product 26,1
customer_431,Books,Books Product 11,1
customer_875,Sporting Goods,Sporting Goods Product 28,1
customer_301,Footwear,Footwear Product 11,1
customer_1748,Baby Products,Baby Products Product 10,1
customer_1587,Garden & Outdoors,Garden & Outdoors Product 15,1
customer_1914,Video Games,Video Games Product 12,1
customer_689,Footwear,Footwear Product 23,1
customer_2423,Office Supplies,Office Supplies Product 36,1
customer_1847,Health & Beauty,Health & Beauty Product 12,1
customer_1643,Books,Books Product 20,1
customer_63,Baby Products,Baby Products Product 7,1
customer_366,Footwear,Footwear Product 39,1
customer_376,Footwear,Footwear Product 27,1
customer_969,Furniture,Furniture Product 25,1
customer_1255,Automotive,Automotive Product 8,1
customer_1111,Footwear,Footwear Product 9,1
customer_1248,Clothing,Clothing Product 21,1
customer_919,Clothing,Clothing Product 17,1
customer_1890,Luggage & Travel Accessories,Luggage & Travel Accessories Product 25,1
customer_105,Home Appliances,Home Appliances Product 9,1
customer_717,Furniture,Furniture Product 14,1
customer_1462,Books,Books Product 15,1
customer_2549,Gaming Accessories,VR Headset,1
customer_2099,Home Appliances,Home Appliances Product 11,1
customer_1920,Video Games,Video Games Product 8,1
customer_1291,Automotive,Automotive Product 5,1
customer_655,Electronics,Electronics Product 26,1
customer_575,Baby Products,Baby Products Product 10,1
customer_187,Home Appliances,Home Appliances Product 14,1
customer_194,Home Appliances,Home Appliances Product 13,1
customer_959,Groceries,Groceries Product 20,1
customer_801,Sporting Goods,Sporting Goods Product 17,1
customer_999,Groceries,Groceries Product 2,1
customer_1862,Luggage & Travel Accessories,Luggage & Travel Accessories Product 33,1
customer_590,Electronics,Electronics Product 6,1
customer_1090,Sporting Goods,Sporting Goods Product 34,1
customer_420,Books,Books Product 16,1
customer_2212,Office Supplies,Office Supplies Product 40,1
customer_307,Footwear,Footwear Product 31,1
customer_1007,Clothing,Clothing Product 16,1
customer_2146,Luggage & Travel Accessories,Luggage & Travel Accessories Product 38,1
customer_346,Musical Instruments,Musical Instruments Product 35,1
customer_1946,Sporting Goods,Sporting Goods Product 32,1
customer_207,Office Supplies,Office Supplies Product 41,1
customer_80,Electronics,Electronics Product 34,1
customer_1780,Baby Products,Baby Products Product 9,1
customer_163,Home Appliances,Home Appliances Product 18,1
customer_656,Health & Beauty,Health & Beauty Product 15,1
customer_1305,Musical Instruments,Musical Instruments Product 2,1
customer_1886,Luggage & Travel Accessories,Luggage & Travel Accessories Product 27,1
customer_412,Books,Books Product 15,1
customer_522,Tools & Hardware,Tools & Hardware Product 32,1
customer_1402,Office Supplies,Office Supplies Product 22,1
customer_484,Luggage & Travel Accessories,Luggage & Travel Accessories Product 34,1
customer_1300,Musical Instruments,Musical Instruments Product 8,1
customer_993,Footwear,Footwear Product 2,1
customer_2160,Jewelry,Jewelry Product 1,1
customer_700,Health & Beauty,Health & Beauty Product 11,1
customer_1211,Clothing,Clothing Product 27,1
customer_1447,Office Supplies,Office Supplies Product 25,1
customer_1736,Baby Products,Baby Products Product 10,1
customer_1642,Tools & Hardware,Tools & Hardware Product 45,1
customer_1891,Luggage & Travel Accessories,Luggage & Travel Accessories Product 24,1
customer_497,Books,Books Product 5,1
customer_2473,Toys & Games,Toys & Games Product 34,1
customer_1041,Jewelry,Jewelry Product 10,1
customer_1144,Pet Supplies,Pet Supplies Product 5,1
customer_1347,Musical Instruments,Musical Instruments Product 17,1
customer_1174,Groceries,Groceries Product 6,1
customer_1037,Jewelry,Jewelry Product 17,1
customer_581,Automotive,Automotive Product 9,1
customer_2325,Groceries,Groceries Product 15,1
customer_1759,Electronics,Electronics Product 5,1
customer_208,Toys & Games,Toys & Games Product 12,1
customer_1721,Baby Products,Baby Products Product 6,1
customer_99,Electronics,Electronics Product 43,1
customer_1515,Garden & Outdoors,Garden & Outdoors Product 13,1
customer_859,Sporting Goods,Sporting Goods Product 10,1
customer_4,Electronics,Electronics Product 32,1
customer_1081,Pet Supplies,Pet Supplies Product 3,1
customer_875,Sporting Goods,Sporting Goods Product 6,1
customer_1662,Tools & Hardware,Tools & Hardware Product 21,1
customer_444,Jewelry,Jewelry Product 13,1
customer_671,Jewelry,Jewelry Product 15,1
customer_1570,Garden & Outdoors,Garden & Outdoors Product 11,1
customer_1139,Pet Supplies,Pet Supplies Product 35,1
customer_699,Health & Beauty,Health & Beauty Product 12,1
customer_699,Health & Beauty,Health & Beauty Product 12,1
customer_1424,Office Supplies,Office Supplies Product 28,1
customer_1952,Video Games,Video Games Product 8,1
customer_1028,Jewelry,Jewelry Product 17,1
customer_889,Sporting Goods,Sporting Goods Product 17,1
customer_1209,Automotive,Automotive Product 5,1
customer_134,Home Appliances,Home Appliances Product 2,1
customer_969,Groceries,Groceries Product 8,1
customer_441,Books,Books Product 15,1
customer_1914,Video Games,Video Games Product 5,1
customer_1721,Baby Products,Baby Products Product 1,1
customer_1042,Pet Supplies,Pet Supplies Product 15,1
customer_1316,Musical Instruments,Musical Instruments Product 18,1
customer_64,Office Supplies,Office Supplies Product 20,1
customer_287,Garden & Outdoors,Garden & Outdoors Product 21,1
customer_647,Health & Beauty,Health & Beauty Product 9,1
customer_1680,Tools & Hardware,Tools & Hardware Product 19,1
customer_924,Groceries,Groceries Product 6,1
customer_1846,Office Supplies,Office Supplies Product 32,1
customer_626,Health & Beauty,Health & Beauty Product 5,1
customer_785,Furniture,Furniture Product 38,1
customer_893,Health & Beauty,Health & Beauty Product 14,1
customer_1764,Baby Products,Baby Products Product 6,1
customer_1306,Toys & Games,Toys & Games Product 32,1
customer_1380,Office Supplies,Office Supplies Product 18,1
customer_2330,Furniture,Furniture Product 35,1
customer_2550,Eco-Friendly Products,Bamboo Toothbrush,1
customer_1536,Musical Instruments,Musical Instruments Product 34,1
customer_2333,Automotive,Automotive Product 9,1
customer_1848,Luggage & Travel Accessories,Luggage & Travel Accessories Product 39,1
customer_618,Jewelry,Jewelry Product 17,1
customer_1041,Groceries,Groceries Product 12,1
customer_543,Toys & Games,Toys & Games Product 18,1
customer_374,Pet Supplies,Pet Supplies Product 6,1
customer_2577,Home Office Furniture,Filing Cabinet,1
customer_984,Groceries,Groceries Product 3,1
customer_508,Toys & Games,Toys & Games Product 4,1
customer_120,Home Appliances,Home Appliances Product 31,1
customer_1718,Baby Products,Baby Products Product 2,1
customer_2148,Groceries,Groceries Product 12,1
customer_1522,Garden & Outdoors,Garden & Outdoors Product 24,1
customer_1663,Tools & Hardware,Tools & Hardware Product 1,1
customer_1201,Baby Products,Baby Products Product 5,1
customer_1878,Jewelry,Jewelry Product 10,1
customer_839,Sporting Goods,Sporting Goods Product 13,1
customer_1019,Pet Supplies,Pet Supplies Product 19,1
customer_437,Groceries,Groceries Product 30,1
customer_1714,Baby Products,Baby Products Product 4,1
customer_80,Jewelry,Jewelry Product 14,1
customer_1294,Automotive,Automotive Product 4,1
customer_324,Footwear,Footwear Product 9,1
customer_1301,Electronics,Electronics Product 21,1
customer_1352,Musical Instruments,Musical Instruments Product 25,1
customer_640,Health & Beauty,Health & Beauty Product 6,1
customer_1302,Musical Instruments,Musical Instruments Product 11,1
customer_1299,Jewelry,Jewelry Product 1,1
customer_771,Luggage & Travel Accessories,Luggage & Travel Accessories Product 19,1
customer_858,Sporting Goods,Sporting Goods Product 27,1
customer_1195,Pet Supplies,Pet Supplies Product 23,1
customer_1872,Luggage & Travel Accessories,Luggage & Travel Accessories Product 27,1
customer_1903,Video Games,Video Games Product 6,1
customer_939,Books,Books Product 15,1
customer_14,Electronics,Electronics Product 31,1
customer_2383,Footwear,Footwear Product 30,1
customer_1676,Tools & Hardware,Tools & Hardware Product 29,1
customer_660,Footwear,Footwear Product 22,1
customer_491,Books,Books Product 8,1
customer_1749,Baby Products,Baby Products Product 4,1
customer_1045,Jewelry,Jewelry Product 7,1
customer_1816,Musical Instruments,Musical Instruments Product 16,1
customer_399,Footwear,Footwear Product 8,1
customer_1208,Automotive,Automotive Product 3,1
customer_498,Jewelry,Jewelry Product 12,1
customer_822,Sporting Goods,Sporting Goods Product 24,1
customer_2239,Baby Products,Baby Products Product 10,1
customer_1660,Luggage & Travel Accessories,Luggage & Travel Accessories Product 4,1
customer_715,Video Games,Video Games Product 16,1
customer_1867,Luggage & Travel Accessories,Luggage & Travel Accessories Product 6,1
customer_1323,Musical Instruments,Musical Instruments Product 9,1
customer_760,Furniture,Furniture Product 8,1
customer_402,Books,Books Product 4,1
customer_166,Pet Supplies,Pet Supplies Product 13,1
customer_1537,Garden & Outdoors,Garden & Outdoors Product 18,1
customer_1730,Baby Products,Baby Products Product 3,1
customer_1677,Footwear,Footwear Product 29,1
customer_1455,Office Supplies,Office Supplies Product 24,1
customer_1186,Pet Supplies,Pet Supplies Product 20,1
customer_552,Toys & Games,Toys & Games Product 39,1
customer_1219,Automotive,Automotive Product 11,1
customer_250,Baby Products,Baby Products Product 1,1
customer_2120,Luggage & Travel Accessories,Luggage & Travel Accessories Product 20,1
customer_556,Toys & Games,Toys & Games Product 27,1
customer_1529,Garden & Outdoors,Garden & Outdoors Product 7,1
customer_1550,Musical Instruments,Musical Instruments Product 22,1
customer_918,Groceries,Groceries Product 27,1
customer_632,Health & Beauty,Health & Beauty Product 8,1
customer_546,Toys & Games,Toys & Games Product 22,1
customer_2188,Books,Books Product 4,1
customer_872,Sporting Goods,Sporting Goods Product 24,1
customer_1700,Tools & Hardware,Tools & Hardware Product 38,1
customer_1155,Pet Supplies,Pet Supplies Product 26,1
customer_1551,Garden & Outdoors,Garden & Outdoors Product 21,1
customer_660,Luggage & Travel Accessories,Luggage & Travel Accessories Product 23,1
customer_213,Automotive,Automotive Product 8,1
customer_1444,Office Supplies,Office Supplies Product 39,1
customer_1334,Musical Instruments,Musical Instruments Product 11,1
customer_591,Toys & Games,Toys & Games Product 8,1
customer_859,Sporting Goods,Sporting Goods Product 7,1
customer_183,Office Supplies,Office Supplies Product 30,1
customer_952,Furniture,Furniture Product 7,1
customer_1302,Musical Instruments,Musical Instruments Product 33,1
customer_12,Electronics,Electronics Product 42,1
customer_1933,Books,Books Product 16,1
customer_2124,Footwear,Footwear Product 38,1
customer_576,Toys & Games,Toys & Games Product 37,1
customer_1294,Automotive,Automotive Product 4,1
customer_558,Toys & Games,Toys & Games Product 18,1
customer_347,Office Supplies,Office Supplies Product 21,1
customer_1110,Pet Supplies,Pet Supplies Product 1,1
customer_1172,Pet Supplies,Pet Supplies Product 31,1
customer_866,Sporting Goods,Sporting Goods Product 3,1
customer_975,Baby Products,Baby Products Product 9,1
customer_1226,Home Appliances,Home Appliances Product 12,1
customer_1919,Health & Beauty,Health & Beauty Product 2,1
customer_2339,Luggage & Travel Accessories,Luggage & Travel Accessories Product 39,1
customer_1619,Tools & Hardware,Tools & Hardware Product 10,1
customer_1889,Office Supplies,Office Supplies Product 24,1
customer_1200,Automotive,Automotive Product 10,1
customer_1228,Automotive,Automotive Product 4,1
customer_1632,Tools & Hardware,Tools & Hardware Product 7,1
customer_12,Electronics,Electronics Product 44,1
customer_33,Electronics,Electronics Product 37,1
customer_697,Health & Beauty,Health & Beauty Product 5,1
customer_1367,Musical Instruments,Musical Instruments Product 35,1
customer_1154,Pet Supplies,Pet Supplies Product 26,1
customer_316,Footwear,Footwear Product 25,1
customer_2202,Tools & Hardware,Tools & Hardware Product 21,1
customer_359,Electronics,Electronics Product 8,1
customer_89,Automotive,Automotive Product 10,1
customer_2279,Musical Instruments,Musical Instruments Product 13,1
customer_1005,Video Games,Video Games Product 5,1
customer_449,Books,Books Product 12,1
customer_319,Footwear,Footwear Product 28,1
customer_574,Toys & Games,Toys & Games Product 23,1
customer_873,Sporting Goods,Sporting Goods Product 5,1
customer_102,Video Games,Video Games Product 1,1
customer_2196,Groceries,Groceries Product 16,1
customer_429,Books,Books Product 9,1
customer_634,Tools & Hardware,Tools & Hardware Product 46,1
customer_132,Home Appliances,Home Appliances Product 8,1
customer_1410,Electronics,Electronics Product 13,1
customer_100,Electronics,Electronics Product 1,1
